Gender,family_history,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,Obesity,Age,Weight,Height
Female,sim,sim,3.0,3.0,Quase sempre,não,2.825629,não,1.399183,0.928972,Quase sempre,Transporte público,Obesidade III,21,133,1.77
Male,sim,sim,2.0,3.28926,Quase sempre,não,2.847264,não,1.680844,2.0,Quase sempre,Transporte público,Abaixo do peso,19,54,1.74
Male,sim,sim,2.0,4.0,Quase sempre,não,2.884033,não,2.0,1.340107,Quase sempre,Transporte público,Abaixo do peso,17,55,1.77
Male,sim,sim,2.450218,3.995147,Quase sempre,não,2.147746,não,2.0,0.58998,Quase sempre,Transporte público,Abaixo do peso,22,55,1.75
Female,sim,sim,3.0,3.0,Frequentemente,não,2.815293,não,1.978631,1.0,Não,Transporte público,Abaixo do peso,22,51,1.68
Female,sim,sim,3.0,3.0,Frequentemente,não,2.593459,não,2.0,1.0,Não,Transporte público,Abaixo do peso,21,49,1.67
Female,sim,sim,2.880161,3.0,Frequentemente,não,1.031354,não,2.206738,1.37465,Não,Transporte público,Abaixo do peso,22,51,1.71
Female,não,não,3.0,1.72626,Frequentemente,não,2.444125,não,1.31817,0.0,Não,Transporte público,Abaixo do peso,21,44,1.6
Female,não,não,3.0,2.581015,Frequentemente,não,2.654702,não,0.902095,0.0,Não,Transporte público,Abaixo do peso,22,42,1.6
Female,não,não,3.0,1.600812,Frequentemente,não,2.651258,não,0.600817,0.0,Não,Transporte público,Abaixo do peso,21,43,1.57
Female,não,não,2.00876,1.73762,Frequentemente,não,1.792022,não,0.119643,0.0,Não,Transporte público,Abaixo do peso,21,43,1.59
Female,não,não,2.596579,1.10548,Frequentemente,não,1.490613,não,0.345684,0.0,Não,Transporte público,Abaixo do peso,22,44,1.6
Female,não,não,2.591439,3.0,Frequentemente,não,2.074048,não,1.679935,0.0,Não,Transporte público,Abaixo do peso,23,45,1.6
Female,não,sim,3.0,3.0,Quase sempre,não,3.0,sim,2.539762,1.283673,Não,Transporte público,Abaixo do peso,18,45,1.69
Female,não,sim,3.0,2.0846,Quase sempre,não,2.13755,sim,0.196152,0.062488,Não,Transporte público,Abaixo do peso,19,42,1.56
Female,não,sim,3.0,1.894384,Quase sempre,não,2.456581,sim,1.596576,0.9974,Não,Transporte público,Abaixo do peso,19,42,1.56
Female,não,sim,2.392665,1.0,Frequentemente,não,1.0,não,0.0,0.738269,Quase sempre,Transporte público,Abaixo do peso,20,41,1.57
Female,não,sim,3.0,1.0,Frequentemente,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Abaixo do peso,21,42,1.52
Female,não,sim,3.0,2.857787,Frequentemente,não,1.0,não,0.754646,0.0,Quase sempre,Transporte público,Abaixo do peso,20,44,1.55
Female,não,sim,3.0,1.0,Frequentemente,não,1.527036,não,0.0,0.860497,Quase sempre,Transporte público,Abaixo do peso,19,42,1.52
Female,não,sim,3.0,1.0,Frequentemente,não,1.322669,não,0.0,0.478676,Quase sempre,Transporte público,Abaixo do peso,20,42,1.53
Female,não,sim,3.0,1.0,Frequentemente,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Abaixo do peso,21,42,1.52
Female,não,não,3.0,3.765526,Frequentemente,não,1.656082,não,0.42777,0.555967,Quase sempre,Transporte público,Abaixo do peso,21,50,1.73
Female,não,não,3.0,3.285167,Frequentemente,não,1.569082,não,0.545931,0.469735,Quase sempre,Transporte público,Abaixo do peso,21,50,1.72
Female,não,não,1.123939,4.0,Frequentemente,não,1.0,não,1.303976,0.371941,Quase sempre,Transporte público,Abaixo do peso,19,50,1.73
Male,sim,sim,3.0,3.0,Quase sempre,não,2.843777,não,1.488843,0.009254,Quase sempre,Automóvel,Abaixo do peso,23,64,1.88
Male,sim,sim,3.0,3.691226,Quase sempre,não,2.650989,não,1.228136,0.8324,Quase sempre,Automóvel,Abaixo do peso,22,63,1.85
Male,sim,sim,3.0,3.0,Quase sempre,não,2.027984,não,1.661556,0.114716,Quase sempre,Automóvel,Abaixo do peso,23,58,1.84
Male,sim,sim,3.0,3.0,Frequentemente,não,2.0,não,0.658894,1.0,Não,Transporte público,Abaixo do peso,18,52,1.76
Male,sim,sim,3.0,3.156153,Frequentemente,não,1.253803,não,0.544784,0.256382,Não,Transporte público,Abaixo do peso,21,51,1.71
Male,sim,sim,3.0,3.0,Frequentemente,não,2.0,não,0.819682,1.0,Não,Transporte público,Abaixo do peso,18,52,1.69
Female,não,sim,2.0,1.07976,Quase sempre,não,1.0,não,0.194745,1.547086,Quase sempre,Transporte público,Abaixo do peso,18,41,1.59
Female,não,sim,2.027574,1.0,Quase sempre,não,1.636326,não,0.0,1.906141,Quase sempre,Transporte público,Abaixo do peso,18,41,1.58
Female,não,sim,2.658112,1.0,Quase sempre,não,1.298165,não,0.0,1.639326,Quase sempre,Transporte público,Abaixo do peso,18,41,1.56
Female,não,não,2.88626,3.559841,Frequentemente,não,1.632004,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.67
Female,não,não,2.714447,3.0,Frequentemente,não,2.0,não,1.903182,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.69
Female,não,não,2.750715,3.0,Frequentemente,não,2.0,não,1.067817,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.66
Female,sim,sim,2.0,3.0,Frequentemente,não,2.099863,não,1.63581,2.0,Não,Transporte público,Abaixo do peso,23,50,1.71
Female,sim,sim,2.0,3.891994,Frequentemente,não,1.86393,não,2.870127,2.0,Não,Transporte público,Abaixo do peso,20,53,1.76
Female,sim,sim,2.0,3.0,Frequentemente,não,1.229915,não,0.619533,2.0,Não,Transporte público,Abaixo do peso,23,51,1.73
Female,não,sim,1.4925,3.0,Quase sempre,não,1.049134,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.66
Female,não,sim,1.0,3.240578,Quase sempre,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,2.205439,3.0,Quase sempre,não,1.530531,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.66
Female,sim,sim,2.059138,3.904858,Frequentemente,não,2.0,não,0.821977,0.0,Não,Transporte público,Abaixo do peso,29,49,1.61
Female,sim,sim,3.0,3.11158,Frequentemente,não,2.721769,não,1.44287,0.0,Não,Transporte público,Abaixo do peso,32,46,1.64
Female,sim,sim,3.0,3.590039,Frequentemente,não,2.7305,não,0.107078,0.0,Não,Transporte público,Abaixo do peso,24,49,1.65
Male,não,sim,2.0,2.057935,Quase sempre,não,2.371015,não,0.288032,0.714627,Quase sempre,Transporte público,Abaixo do peso,17,51,1.71
Male,não,sim,2.310423,3.558637,Quase sempre,não,1.787843,não,1.926592,0.828549,Quase sempre,Transporte público,Abaixo do peso,16,50,1.75
Male,não,sim,2.0,2.000986,Quase sempre,não,2.673835,não,0.99295,0.474836,Quase sempre,Transporte público,Abaixo do peso,16,52,1.69
Male,não,sim,2.823179,3.0,Quase sempre,não,1.773236,não,1.252472,1.0,Quase sempre,Transporte público,Abaixo do peso,18,51,1.75
Male,não,sim,2.052932,3.0,Quase sempre,não,2.0,não,0.520408,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.78
Male,não,sim,2.596364,3.0,Quase sempre,não,2.0,não,0.281734,1.488372,Quase sempre,Transporte público,Abaixo do peso,18,52,1.76
Male,sim,sim,2.767731,3.821168,Quase sempre,não,2.0,não,2.0,0.556245,Não,Automóvel,Abaixo do peso,17,58,1.84
Male,sim,sim,2.0,3.897078,Quase sempre,não,2.622638,não,2.0,1.894105,Não,Automóvel,Abaixo do peso,19,57,1.77
Male,sim,sim,2.0,3.092116,Quase sempre,não,2.426465,não,2.0,1.839862,Não,Automóvel,Abaixo do peso,18,57,1.78
Female,não,sim,2.815157,3.0,Quase sempre,não,2.911187,não,2.595128,1.380204,Quase sempre,Transporte público,Abaixo do peso,17,43,1.64
Female,não,sim,2.737762,3.0,Quase sempre,não,2.310921,não,2.240714,1.59257,Quase sempre,Transporte público,Abaixo do peso,17,44,1.58
Female,não,sim,3.0,3.286431,Quase sempre,não,2.148146,não,2.458237,1.273333,Quase sempre,Transporte público,Abaixo do peso,16,47,1.82
Male,sim,sim,2.568063,4.0,Quase sempre,não,2.0,não,2.0,0.220029,Não,Automóvel,Abaixo do peso,17,59,1.79
Male,sim,sim,2.524428,4.0,Quase sempre,não,2.0,não,2.0,0.03838,Não,Automóvel,Abaixo do peso,17,58,1.81
Male,sim,sim,2.0,4.0,Quase sempre,não,2.157395,não,2.0,1.679149,Não,Automóvel,Abaixo do peso,19,55,1.77
Female,sim,sim,3.0,3.0,Frequentemente,não,2.0,não,0.139808,0.875464,Não,Transporte público,Abaixo do peso,22,54,1.7
Female,sim,sim,2.971574,3.592415,Frequentemente,não,2.894678,não,2.0,1.009632,Não,Transporte público,Abaixo do peso,20,55,1.76
Female,sim,sim,3.0,3.0,Frequentemente,não,2.025279,não,2.0,0.152985,Não,Transporte público,Abaixo do peso,22,54,1.74
Female,não,sim,3.0,3.754599,Quase sempre,não,1.692112,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.74
Female,não,sim,3.0,3.566082,Quase sempre,não,1.438398,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,17,49,1.65
Female,não,sim,3.0,3.725797,Quase sempre,não,1.191401,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.77
Female,não,sim,1.0816,3.520555,Frequentemente,não,1.016968,não,0.651412,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,1.270448,3.731212,Frequentemente,não,1.876915,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.7
Female,não,sim,1.344854,4.0,Frequentemente,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,17,50,1.74
Female,não,não,2.959658,3.0,Frequentemente,não,1.0,não,1.522399,0.0,Quase sempre,Transporte público,Abaixo do peso,19,42,1.59
Female,não,não,2.725282,1.259803,Frequentemente,não,1.0,não,1.37467,0.0,Quase sempre,Transporte público,Abaixo do peso,19,42,1.53
Female,não,não,2.844607,1.273128,Frequentemente,não,1.69551,não,0.260079,0.635867,Quase sempre,Transporte público,Abaixo do peso,19,42,1.53
Male,sim,sim,2.44004,3.0,Quase sempre,não,2.0,não,2.784471,1.0,Não,Automóvel,Abaixo do peso,17,59,1.85
Male,sim,sim,2.432302,3.0,Quase sempre,não,2.0,não,2.349495,1.0,Não,Automóvel,Abaixo do peso,17,59,1.82
Male,sim,sim,2.592247,3.304123,Quase sempre,não,2.036764,não,2.038653,1.119877,Não,Automóvel,Abaixo do peso,18,59,1.86
Female,sim,sim,2.449267,3.647154,Frequentemente,não,1.266018,não,0.866045,0.097234,Não,Transporte público,Abaixo do peso,22,50,1.72
Female,sim,sim,2.929889,3.0,Frequentemente,não,2.792074,não,0.630944,1.366355,Não,Transporte público,Abaixo do peso,21,49,1.68
Female,sim,sim,2.0,3.0,Frequentemente,não,1.426874,não,2.20208,2.0,Não,Transporte público,Abaixo do peso,23,51,1.72
Female,não,sim,2.015258,3.300666,Quase sempre,não,1.315608,não,0.069802,1.0,Quase sempre,Transporte público,Abaixo do peso,17,50,1.71
Female,não,sim,1.031149,3.0,Quase sempre,não,1.963628,não,0.028202,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,1.592183,3.535016,Quase sempre,não,1.086391,não,0.618913,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,1.21498,1.717608,Quase sempre,não,1.179942,não,0.684739,2.0,Quase sempre,Transporte público,Abaixo do peso,18,39,1.57
Female,não,sim,1.522001,3.0,Quase sempre,não,1.98126,não,2.306844,0.720454,Quase sempre,Transporte público,Abaixo do peso,19,39,1.53
Female,não,sim,2.703436,2.884479,Quase sempre,não,1.439962,não,0.144627,0.322307,Quase sempre,Transporte público,Abaixo do peso,20,40,1.53
Male,sim,sim,2.362918,4.0,Quase sempre,não,2.358172,não,2.0,0.939819,Não,Automóvel,Abaixo do peso,19,56,1.77
Male,sim,sim,3.0,3.626815,Quase sempre,não,2.0,não,2.011519,0.456462,Não,Automóvel,Abaixo do peso,17,60,1.88
Male,sim,sim,2.14084,4.0,Quase sempre,não,2.931438,não,2.0,1.164457,Não,Automóvel,Abaixo do peso,18,58,1.82
Male,sim,sim,3.0,4.0,Quase sempre,não,2.0,não,2.0,0.0,Não,Automóvel,Abaixo do peso,18,60,1.84
Male,sim,sim,2.5596,4.0,Quase sempre,não,2.0,não,2.0,0.331483,Não,Automóvel,Abaixo do peso,17,58,1.82
Male,sim,sim,2.336044,4.0,Quase sempre,não,2.0,não,2.0,0.133005,Não,Automóvel,Abaixo do peso,17,59,1.8
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,1.593704,Quase sempre,Transporte público,Abaixo do peso,18,50,1.71
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,1.329237,Quase sempre,Transporte público,Abaixo do peso,18,51,1.71
Male,sim,sim,1.813234,3.0,Quase sempre,não,1.274815,não,0.520407,1.673584,Quase sempre,Transporte público,Abaixo do peso,18,51,1.72
Female,não,não,2.724285,3.0,Frequentemente,não,1.0,sim,1.070331,0.0,Quase sempre,Transporte público,Abaixo do peso,19,44,1.56
Female,não,não,3.0,3.0,Frequentemente,não,1.28246,sim,1.60195,0.0,Quase sempre,Transporte público,Abaixo do peso,19,45,1.6
Female,não,não,3.0,3.0,Frequentemente,não,2.875583,sim,1.258504,0.0,Quase sempre,Transporte público,Abaixo do peso,19,45,1.6
Female,não,sim,3.0,1.0,Frequentemente,não,1.387531,não,0.0,0.466169,Quase sempre,Transporte público,Abaixo do peso,19,42,1.54
Female,não,sim,2.71897,1.473088,Frequentemente,não,1.164644,não,1.235675,0.930926,Quase sempre,Transporte público,Abaixo do peso,19,42,1.54
Female,não,sim,3.0,1.0,Frequentemente,não,1.848703,não,0.0,0.744555,Quase sempre,Transporte público,Abaixo do peso,19,42,1.52
Male,sim,sim,1.133844,3.0,Quase sempre,não,1.325326,não,0.227985,1.708309,Quase sempre,Transporte público,Abaixo do peso,18,51,1.72
Male,sim,sim,2.0,3.16645,Quase sempre,não,2.278578,não,1.838881,2.0,Quase sempre,Transporte público,Abaixo do peso,18,54,1.75
Male,sim,sim,1.757466,3.0,Quase sempre,não,1.153559,não,0.833976,1.616045,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Male,sim,sim,2.0,3.494849,Quase sempre,não,2.976672,não,1.94907,2.0,Não,Transporte público,Abaixo do peso,19,54,1.75
Female,sim,sim,2.979383,3.0,Frequentemente,não,2.975887,não,0.945093,1.241755,Não,Transporte público,Abaixo do peso,21,49,1.67
Female,não,não,3.0,2.99321,Frequentemente,não,2.702783,não,1.967234,0.0,Não,Transporte público,Abaixo do peso,22,44,1.59
Female,não,não,2.204914,2.127797,Frequentemente,não,2.120292,não,0.995735,0.0,Não,Transporte público,Abaixo do peso,23,44,1.58
Female,não,não,3.0,3.0,Frequentemente,não,2.949419,sim,1.295697,0.0,Quase sempre,Transporte público,Abaixo do peso,19,45,1.6
Female,não,sim,2.927218,1.0,Frequentemente,não,1.0,não,0.0,0.276592,Quase sempre,Transporte público,Abaixo do peso,20,41,1.55
Female,não,sim,2.88853,1.0,Frequentemente,não,1.0,não,0.0,0.196224,Quase sempre,Transporte público,Abaixo do peso,20,41,1.53
Female,sim,não,2.890535,3.90779,Frequentemente,não,1.109115,não,1.548953,0.555468,Não,Transporte público,Abaixo do peso,20,49,1.73
Male,sim,sim,3.0,3.699594,Quase sempre,não,2.825629,não,1.699592,0.071028,Quase sempre,Automóvel,Abaixo do peso,20,63,1.87
Female,sim,sim,3.0,3.179995,Frequentemente,não,1.910378,não,0.480614,0.625079,Não,Transporte público,Abaixo do peso,21,51,1.69
Female,não,sim,2.0,1.075553,Quase sempre,não,1.0,não,0.127425,1.679442,Quase sempre,Transporte público,Abaixo do peso,18,40,1.59
Female,não,não,2.530066,3.0,Quase sempre,não,1.965237,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.65
Female,sim,sim,2.241606,3.0,Frequentemente,não,1.846626,não,2.460238,0.814518,Não,Transporte público,Abaixo do peso,22,53,1.74
Female,não,sim,1.003566,3.238258,Frequentemente,não,1.014634,não,0.783676,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,sim,sim,2.652779,3.804944,Frequentemente,não,1.60114,não,0.174692,0.096982,Não,Transporte público,Abaixo do peso,34,50,1.69
Male,não,sim,2.0,1.630846,Quase sempre,não,2.975528,não,0.548991,0.369134,Quase sempre,Transporte público,Abaixo do peso,16,50,1.69
Male,não,sim,2.897899,3.0,Quase sempre,não,1.835545,não,1.162519,1.0,Quase sempre,Transporte público,Abaixo do peso,18,51,1.79
Male,sim,sim,2.483979,3.762778,Quase sempre,não,2.0,não,2.0,0.930051,Não,Automóvel,Abaixo do peso,17,58,1.81
Female,não,sim,2.945967,3.0,Quase sempre,não,2.953192,não,2.830911,1.466667,Quase sempre,Transporte público,Abaixo do peso,16,43,1.83
Male,sim,sim,2.0,4.0,Quase sempre,não,2.28525,não,2.0,1.162801,Não,Automóvel,Abaixo do peso,17,56,1.78
Female,sim,sim,2.478891,3.371832,Frequentemente,não,2.004126,não,2.0,0.327376,Não,Transporte público,Abaixo do peso,22,55,1.75
Female,não,sim,2.784464,4.0,Quase sempre,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,17,50,1.79
Female,não,sim,1.005578,4.0,Frequentemente,não,1.0,não,1.683957,0.704978,Quase sempre,Transporte público,Abaixo do peso,19,50,1.71
Female,não,não,2.938031,2.705445,Frequentemente,não,1.333807,sim,1.877369,0.370973,Quase sempre,Transporte público,Abaixo do peso,19,42,1.54
Male,sim,sim,2.842102,3.34175,Quase sempre,não,2.0,não,2.511157,0.560351,Não,Automóvel,Abaixo do peso,17,59,1.9
Female,sim,sim,2.0,3.0,Frequentemente,não,2.685842,não,0.373186,2.0,Não,Transporte público,Abaixo do peso,23,50,1.71
Female,não,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,1.525597,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,1.889199,2.217651,Quase sempre,não,2.013605,não,2.075293,1.683261,Quase sempre,Transporte público,Abaixo do peso,19,39,1.56
Male,sim,sim,3.0,4.0,Quase sempre,não,2.0,não,2.0,0.0,Não,Automóvel,Abaixo do peso,18,60,1.85
Male,sim,sim,2.943749,4.0,Quase sempre,não,2.0,não,2.0,0.128895,Não,Automóvel,Abaixo do peso,17,59,1.83
Male,sim,sim,2.33998,3.0,Quase sempre,não,2.0,não,0.027433,1.884138,Quase sempre,Transporte público,Abaixo do peso,18,52,1.72
Female,não,não,3.0,2.893778,Frequentemente,não,1.0,sim,0.769726,0.0,Quase sempre,Transporte público,Abaixo do peso,20,44,1.61
Female,não,sim,3.0,1.0,Frequentemente,não,1.954889,não,0.0,0.907868,Quase sempre,Transporte público,Abaixo do peso,19,42,1.53
Male,sim,sim,1.950742,3.0,Quase sempre,não,1.751723,não,0.201136,1.743319,Quase sempre,Transporte público,Abaixo do peso,18,52,1.72
Male,sim,sim,2.277436,3.502604,Quase sempre,não,2.891713,não,1.696294,1.894902,Não,Transporte público,Abaixo do peso,19,54,1.76
Male,sim,sim,2.0,4.0,Quase sempre,não,2.369627,não,2.0,1.612466,Não,Automóvel,Abaixo do peso,17,55,1.77
Female,sim,sim,2.371338,3.998766,Frequentemente,não,2.263466,não,2.0,0.844004,Não,Transporte público,Abaixo do peso,21,56,1.77
Female,sim,sim,2.984425,3.0,Frequentemente,não,2.044694,não,2.008256,1.250871,Não,Transporte público,Abaixo do peso,22,51,1.7
Female,sim,sim,2.977018,3.193671,Frequentemente,não,2.482933,não,2.0,1.0,Não,Transporte público,Abaixo do peso,20,49,1.67
Female,sim,sim,2.663421,3.0,Frequentemente,não,1.04111,não,0.794402,1.391948,Não,Transporte público,Abaixo do peso,22,51,1.72
Female,não,não,3.0,1.69608,Frequentemente,não,2.550307,não,1.098862,0.0,Não,Transporte público,Abaixo do peso,21,44,1.59
Female,não,não,2.753752,2.812377,Frequentemente,não,2.346647,não,1.612248,0.0,Não,Transporte público,Abaixo do peso,23,42,1.6
Female,não,não,3.0,1.612747,Frequentemente,não,2.566629,não,1.190465,0.0,Não,Transporte público,Abaixo do peso,21,44,1.59
Female,não,não,2.318355,1.082304,Frequentemente,não,1.220365,não,0.033328,0.0,Não,Transporte público,Abaixo do peso,21,42,1.56
Female,não,não,2.594653,1.882158,Frequentemente,não,1.916812,não,0.417119,0.0,Não,Transporte público,Abaixo do peso,23,44,1.6
Female,não,não,2.886157,2.326233,Frequentemente,não,2.306821,não,1.42237,0.0,Não,Transporte público,Abaixo do peso,22,44,1.6
Female,não,sim,3.0,3.0,Quase sempre,não,2.924594,sim,1.352558,0.220087,Quase sempre,Transporte público,Abaixo do peso,18,45,1.63
Female,não,sim,3.0,1.989398,Quase sempre,não,2.241607,não,0.206025,0.284453,Não,Transporte público,Abaixo do peso,19,42,1.56
Female,não,sim,3.0,1.735493,Quase sempre,não,2.318736,não,1.193486,0.74568,Não,Transporte público,Abaixo do peso,19,42,1.55
Female,não,sim,2.967853,1.0,Frequentemente,não,1.131185,não,0.0,0.504176,Quase sempre,Transporte público,Abaixo do peso,19,41,1.57
Female,não,sim,3.0,1.0,Frequentemente,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Abaixo do peso,21,42,1.52
Female,não,não,3.0,2.974568,Frequentemente,não,1.145761,sim,0.87967,0.0,Quase sempre,Transporte público,Abaixo do peso,19,44,1.6
Female,não,sim,2.619835,1.0,Frequentemente,não,1.198883,não,0.0,0.751212,Quase sempre,Transporte público,Abaixo do peso,20,41,1.56
Female,não,sim,3.0,1.0,Frequentemente,não,1.185062,não,0.0,0.076654,Quase sempre,Transporte público,Abaixo do peso,20,42,1.52
Female,não,sim,3.0,1.0,Frequentemente,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Abaixo do peso,21,42,1.52
Female,sim,sim,3.0,3.715118,Frequentemente,não,1.774576,não,0.10297,0.646423,Não,Transporte público,Abaixo do peso,21,51,1.69
Female,sim,sim,3.0,3.489918,Frequentemente,não,1.326694,não,0.791929,0.128394,Não,Transporte público,Abaixo do peso,21,50,1.74
Female,não,sim,1.053534,3.378859,Quase sempre,não,1.0,não,1.853425,0.861809,Quase sempre,Transporte público,Abaixo do peso,18,50,1.73
Male,sim,sim,3.0,3.263201,Quase sempre,não,2.233274,não,1.557737,0.000355,Quase sempre,Automóvel,Abaixo do peso,22,61,1.87
Male,sim,sim,3.0,3.994588,Quase sempre,não,2.548527,não,1.285976,0.267076,Quase sempre,Automóvel,Abaixo do peso,19,61,1.85
Male,sim,sim,2.530233,3.24934,Quase sempre,não,2.387945,não,1.976341,1.672508,Não,Automóvel,Abaixo do peso,21,58,1.79
Male,sim,sim,3.0,3.0,Quase sempre,não,2.0,não,0.854337,1.0,Quase sempre,Transporte público,Abaixo do peso,18,52,1.79
Female,sim,sim,2.8813,3.087544,Frequentemente,não,1.24818,não,1.952427,0.427461,Não,Transporte público,Abaixo do peso,21,51,1.71
Male,sim,sim,2.824559,3.0,Quase sempre,não,2.0,não,0.533309,1.099764,Quase sempre,Transporte público,Abaixo do peso,18,51,1.7
Female,não,sim,2.762325,1.163666,Quase sempre,não,1.30491,não,0.25289,1.001405,Quase sempre,Transporte público,Abaixo do peso,18,41,1.53
Female,não,sim,2.070964,1.0,Quase sempre,não,1.676975,não,0.0,1.718513,Quase sempre,Transporte público,Abaixo do peso,19,41,1.57
Female,não,sim,2.68601,1.0,Quase sempre,não,1.310074,não,0.0,1.0647,Quase sempre,Transporte público,Abaixo do peso,18,41,1.54
Female,não,sim,2.794197,3.409363,Quase sempre,não,1.543021,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.67
Female,não,não,2.720701,3.0,Quase sempre,não,2.0,não,1.862235,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.68
Female,não,não,2.880792,3.281391,Quase sempre,não,1.960131,não,1.513029,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.67
Female,sim,sim,2.674431,3.0,Frequentemente,não,2.453384,não,1.321624,1.990617,Não,Transporte público,Abaixo do peso,22,50,1.7
Male,sim,sim,2.0,3.98525,Quase sempre,não,2.654078,não,2.113151,2.0,Não,Transporte público,Abaixo do peso,20,54,1.76
Female,sim,sim,2.55996,3.0,Frequentemente,não,1.990788,não,0.486006,1.561272,Não,Transporte público,Abaixo do peso,22,51,1.7
Female,não,sim,1.212908,3.207071,Quase sempre,não,1.029703,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.69
Female,não,sim,1.140615,3.471536,Quase sempre,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.71
Female,não,sim,2.562409,3.488342,Quase sempre,não,1.67062,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.67
Female,sim,sim,2.004146,3.443456,Frequentemente,não,2.020764,não,1.078719,1.26729,Não,Transporte público,Abaixo do peso,27,49,1.66
Female,sim,sim,2.690754,3.03779,Frequentemente,não,2.212296,não,1.616882,0.0,Não,Transporte público,Abaixo do peso,25,46,1.63
Female,sim,sim,3.0,3.642802,Frequentemente,não,1.995177,não,0.118271,0.065515,Não,Transporte público,Abaixo do peso,22,50,1.66
Male,não,sim,2.051283,2.645858,Quase sempre,não,2.35752,não,0.291309,0.897942,Quase sempre,Transporte público,Abaixo do peso,17,51,1.73
Female,não,sim,2.19005,3.420618,Quase sempre,não,1.356405,não,1.351996,0.98468,Quase sempre,Transporte público,Abaixo do peso,16,50,1.74
Male,não,sim,2.21498,2.64155,Quase sempre,não,2.121251,não,0.998391,0.85882,Quase sempre,Transporte público,Abaixo do peso,17,52,1.76
Male,não,sim,2.91548,3.0,Quase sempre,não,1.777486,não,1.077469,1.0,Quase sempre,Transporte público,Abaixo do peso,18,51,1.79
Male,sim,sim,2.708965,3.0,Quase sempre,não,1.873004,não,1.21718,1.0,Quase sempre,Transporte público,Abaixo do peso,18,51,1.77
Male,sim,sim,2.853513,3.0,Quase sempre,não,2.0,não,0.680464,1.258881,Quase sempre,Transporte público,Abaixo do peso,18,52,1.7
Male,sim,sim,2.580872,3.887906,Quase sempre,não,2.0,não,2.0,0.453649,Não,Automóvel,Abaixo do peso,17,58,1.83
Male,sim,sim,2.508835,3.435905,Quase sempre,não,2.076933,não,2.026668,1.443328,Não,Automóvel,Abaixo do peso,19,58,1.79
Male,sim,sim,2.0,3.747163,Quase sempre,não,2.575535,não,2.0,1.84383,Não,Automóvel,Abaixo do peso,18,57,1.78
Female,não,sim,2.896562,2.625475,Quase sempre,não,2.839558,sim,1.949667,1.253311,Não,Transporte público,Abaixo do peso,18,42,1.61
Female,não,sim,2.911877,3.098399,Quase sempre,não,2.196405,não,2.328147,1.55011,Quase sempre,Transporte público,Abaixo do peso,16,44,1.78
Female,não,sim,2.910733,3.12544,Quase sempre,não,2.204263,não,2.407906,1.403037,Quase sempre,Transporte público,Abaixo do peso,16,45,1.71
Male,sim,sim,2.966126,3.96981,Quase sempre,não,2.0,não,2.000088,0.378619,Não,Automóvel,Abaixo do peso,17,59,1.85
Male,sim,sim,2.613249,3.712183,Quase sempre,não,2.0,não,2.002997,0.174848,Não,Automóvel,Abaixo do peso,17,59,1.82
Male,sim,sim,2.0,4.0,Quase sempre,não,2.542415,não,2.0,1.807465,Não,Automóvel,Abaixo do peso,19,55,1.76
